word,class,count,mean_attribution,std_attribution,median_attribution,total_attribution
ou,human,6,-0.0001778528,0.00051758374,-0.00030759483,-0.0010671167
stopped,human,9,0.0002674815,0.00060750364,0.00019100324,0.0024073333
door,human,21,0.00024462273,0.0010521623,0.00045689748,0.0051370775
few,human,24,-0.00041021276,0.00067859876,-0.00033389137,-0.009845106
minutes,human,7,-0.00013508342,0.00042289143,-0.00013253841,-0.0009455839
came,human,27,-0.00029534404,0.00067120104,-0.0001984122,-0.007974289
laughing,human,3,8.846398e-05,0.0002829142,-6.2718376e-05,0.00026539195
into,human,66,-0.0002389597,0.0011797944,-6.0688282e-05,-0.01577134
room,human,35,-0.00032769123,0.0019512516,-1.9513507e-05,-0.011469193
delighted,human,5,0.0015588488,0.0014622122,0.0020905077,0.0077942437
see,human,35,0.00054389506,0.0011238218,0.00074895285,0.019036327
them,human,113,-0.00032625836,0.0011639429,-0.000198124,-0.036867194
all,human,160,0.00021490683,0.0010305592,0.00027605754,0.034385093
hard,human,9,-0.0004417066,0.0010912938,-8.801081e-05,-0.0039753593
say,human,36,-0.00025569455,0.0011493721,-0.00018670605,-0.009205004
whether,human,22,-0.00027131356,0.00095795863,2.8071954e-05,-0.0059688985
received,human,8,7.548436e-05,0.0006215578,0.00020725431,0.00060387485
most,human,53,-0.00012441099,0.0008603043,-0.00016109736,-0.0065937825
pleasure,human,20,0.00062833156,0.0010247661,0.0006526985,0.012566632
meeting,human,4,-0.00034549073,0.0015377025,-0.00056683476,-0.0013819629
mother,human,37,0.00024351827,0.0015808858,0.00026259664,0.009010176
dash,human,18,-0.0011986363,0.0017149542,-0.0013212755,-0.021575453
woods,human,3,-0.0008912808,0.0007201076,-0.000718229,-0.0026738425
again,human,43,-0.00018032672,0.00087165344,-0.00014381208,-0.007754049
excellent,human,6,0.00078485586,0.0006427963,0.0007431129,0.0047091353
road,human,8,0.00063380075,0.00093332585,0.0009420165,0.005070406
home,human,29,0.00026484713,0.0021507533,0.0007869135,0.007680567
sang,human,4,-0.00020792143,0.00091965956,-0.00042664987,-0.0008316857
lady,human,33,0.0020487853,0.0020826508,0.0017433466,0.06760991
fair,human,7,-0.0017182233,0.0023973435,-0.00069048436,-0.0120275635
wo,human,6,-0.0031159725,0.0013106082,-0.002880033,-0.018695835
ps,human,6,0.0013666652,0.0008067114,0.001486179,0.008199992
le,human,8,0.0003471868,0.00071450986,0.00020185293,0.0027774945
taking,human,7,-7.690819e-05,0.0009073779,0.00020498535,-0.0005383573
ly,human,64,0.00045264198,0.0006583424,0.00038058922,0.028969087
strong,human,9,9.6410826e-05,0.00064292393,5.985616e-05,0.0008676974
voice,human,7,-0.00090912037,0.00033867458,-0.0010053318,-0.0063638426
qui,human,9,-0.0011651309,0.0007370064,-0.0012613581,-0.010486178
sit,human,7,-0.0004424728,0.0008051604,-0.0004782331,-0.0030973097
ive,human,5,0.00026210124,0.0004840655,0.00049502694,0.0013105061
bore,human,3,-0.0004414392,0.00017541472,-0.00032394016,-0.0013243175
who,human,86,0.00014902106,0.0011012484,0.00021701131,0.012815811
piece,human,7,0.00040041088,0.00078699476,0.0007233249,0.002802876
music,human,3,-0.0028964083,0.002878149,-0.0027145138,-0.008689225
imp,human,19,-0.00045410186,0.0008948013,-0.00014989091,-0.008627935
ert,human,7,-0.00026885737,0.00020766055,-0.00026678352,-0.0018820016
inen,human,3,-0.00043999532,0.00041944475,-0.00027323095,-0.001319986
wanting,human,5,0.000901675,0.00035318945,0.0008774847,0.004508375
know,human,31,0.00092790736,0.0011131027,0.0011482358,0.028765129
about,human,54,-0.00045486228,0.0010508352,-0.00028853712,-0.024562564
everybody,human,10,0.0004831464,0.0013093319,0.00059163093,0.004831464
affairs,human,5,-0.00033237232,0.00085733586,-7.9726975e-05,-0.0016618615
man,human,50,-0.00068885135,0.0011395421,-0.0006274862,-0.034442566
white,human,10,0.00023237515,0.00078477035,0.00033384073,0.0023237516
upon,human,45,0.0005937852,0.0014100693,0.0007871903,0.026720334
whole,human,21,8.570576e-05,0.0014222646,0.00052591995,0.0017998209
est,human,15,0.0005772793,0.0007908391,0.0006236677,0.00865919
going,human,14,0.00013008915,0.00092628604,7.4791795e-05,0.001821248
finally,human,8,-0.0010838613,0.001341845,-0.0008360571,-0.008670891
remember,human,7,-0.0010639726,0.0012021458,-0.0010180603,-0.007447808
got,human,21,0.0009025952,0.0009910957,0.0009850115,0.018954499
my,human,150,-0.00070379983,0.0020680116,-0.00037897017,-0.10556997
little,human,53,-0.0011150121,0.0009917062,-0.0008060933,-0.05909564
wr,human,5,-0.0011328682,0.00028558625,-0.001033907,-0.005664341
etched,human,4,-0.0007011342,0.0004459133,-0.0009094745,-0.0028045368
conviction,human,5,-0.00039723795,0.0021603892,0.000109862594,-0.0019861897
me,human,114,-0.00021712047,0.0023657586,-1.3000426e-06,-0.024751734
never,human,52,-0.00048214398,0.0009001831,-0.00040522782,-0.025071487
like,human,38,-0.00011255033,0.0010022254,6.448201e-05,-0.0042769127
joe,human,23,0.00011116475,0.003308763,-0.00013751653,0.0025567892
trade,human,4,-0.001635268,0.0009999882,-0.0015889369,-0.006541072
dear,human,14,-0.0003628297,0.0014614853,-0.00054265733,-0.005079616
death,human,8,-0.0009850896,0.002954041,-7.2973635e-05,-0.007880717
said,human,28,-0.00024540263,0.001086221,-0.00032781338,-0.0068712733
much,human,69,-4.45548e-05,0.0007385241,-1.2512777e-05,-0.0030742812
obliged,human,7,0.00047752896,0.0012125853,-0.00015417146,0.0033427028
do,human,61,-0.00014256737,0.00082940754,-9.8133576e-05,-0.008696609
went,human,27,-0.00033349576,0.0010002947,-0.0002256519,-0.009004385
back,human,30,0.0010728909,0.0009430297,0.0009916454,0.032186728
elizabeth,human,29,0.0013597119,0.0028625105,0.0017491434,0.039431643
round,human,13,0.0010758459,0.0020243882,0.0007898348,0.013985997
